Timestamp,Username,VideoID,Comment,Date,VideoId,VideoUrl
2024-02-21T02:02:52Z,@BereniceJiménez-c7p,rd2jKGQJucE,Berenice Jiménez Hernández del grupo 403,2024-02-21T02:02:52Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2024-02-12T19:52:55Z,@leonmorales25,rd2jKGQJucE,"infinitas gracias, sub y me gusta a todos los videos",2024-02-12T19:52:55Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2024-01-24T16:54:55Z,@juanbarrios7358,rd2jKGQJucE,Excelente explicacion lo felicito,2024-01-24T16:54:55Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-11-29T04:12:48Z,@sergioyairbp755,rd2jKGQJucE,me encanta estudiar,2023-11-29T04:12:48Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-10-14T23:38:02Z,@enzogonzalez9160,rd2jKGQJucE,4 meses de comenzar anda tanteando y ve o que entiendo gracias geniooooo❤,2023-10-14T23:38:02Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-10-02T23:04:39Z,@javierpalma2448,rd2jKGQJucE,ya puedo mori tranquilo ya le vi la cara al profe alex,2023-10-02T23:04:39Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-09-27T11:38:06Z,@nishimiyashoko5881,rd2jKGQJucE,"No sé qué hariamos sin usted, muchas gracias por ayudarnos❤",2023-09-27T11:38:06Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-08-14T00:44:01Z,@nelsonmesinavidal1520,rd2jKGQJucE,"Excelente, se agradece !!!!!!",2023-08-14T00:44:01Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-08-10T03:52:29Z,@miguelangelreyesomana2815,rd2jKGQJucE,Hey gracias,2023-08-10T03:52:29Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-07-20T22:39:59Z,@rodrigorodriguez525,rd2jKGQJucE,"Profe Alex te Amo, eres la segunda persona mas importante en mi vida despues de Messi, gracias por estos cursos 😭",2023-07-20T22:39:59Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2024-02-17T18:29:27Z,@koishisen,rd2jKGQJucE,"Pecho cubeta de hielo proyecto fifa, copa america adelantada para que sacara algo 🥶🔥",2024-02-17T18:29:27Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-07-16T17:24:11Z,@jorgemariopaniaguaperez1644,rd2jKGQJucE,Un abrazo fuerte bendiciones 🙏,2023-07-16T17:24:11Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-07-17T00:47:05Z,@MatematicasprofeAlex,rd2jKGQJucE,Agradezco tus bendiciones,2023-07-17T00:47:05Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-07-12T06:21:41Z,@dearalive7402,rd2jKGQJucE,Uno siempre vuelve dónde aprendió.,2023-07-12T06:21:41Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-06-18T04:48:49Z,@karinapereyra2345,rd2jKGQJucE,"Gracias profe Alex son de mucha ayuda sud videos 
Saludos desde cd.juarez Chihuhua Mexico",2023-06-18T04:48:49Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-06-18T22:09:57Z,@MatematicasprofeAlex,rd2jKGQJucE,Me alegra poder ayudarte con mis videos,2023-06-18T22:09:57Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-05-12T02:08:16Z,@dianamarcelapanessobarreto4110,rd2jKGQJucE,Profe no vas a sacar más videos de ecuaciones diferenciales?,2023-05-12T02:08:16Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-05-12T19:35:14Z,@MatematicasprofeAlex,rd2jKGQJucE,Espero poder grabar más videos de ese tema,2023-05-12T19:35:14Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-05-13T16:46:25Z,@dianamarcelapanessobarreto4110,rd2jKGQJucE,"Profe es que usted tiene una forma de explicar tan buena, en el caso de ecuaciones diferenciales explicas el paso a paso, que muchos no lo hacen y a veces quedan dudas de los procedimientos que aplican. Muchas gracias.",2023-05-13T16:46:25Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-05-03T03:34:31Z,@darlindanielmatoscruz9522,rd2jKGQJucE,El mejor profesor del mundo es usted a usted le debo todo lo k se 😎😎😎 mil gracias por sus videos y enseñansas,2023-05-03T03:34:31Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-05-03T18:19:17Z,@MatematicasprofeAlex,rd2jKGQJucE,Me alegra poder ayudarte con mis videos,2023-05-03T18:19:17Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-05-02T18:10:30Z,@jossyflores1961,rd2jKGQJucE,Ecuación diferencial es lo mismo que cálculo diferencial?,2023-05-02T18:10:30Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-05-02T19:32:05Z,@MatematicasprofeAlex,rd2jKGQJucE,"No, son dos áreas diferentes",2023-05-02T19:32:05Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-04-21T18:08:19Z,@jaimegomez6748,rd2jKGQJucE,Muy buena explicacion.,2023-04-21T18:08:19Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-03-20T22:35:39Z,@Nayku_nayku,rd2jKGQJucE,Hola hola😊😊🎉🎉🎉,2023-03-20T22:35:39Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-03-05T01:52:35Z,@judhaprieto,rd2jKGQJucE,Gracias profesor :),2023-03-05T01:52:35Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-03-03T21:57:03Z,@santiagosalgado5747,rd2jKGQJucE,"profe Alex mil bendiciones, le agradezco subir video de curso de ecuaciones diferenciales exactas",2023-03-03T21:57:03Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-03-04T18:38:49Z,@MatematicasprofeAlex,rd2jKGQJucE,Agradezco tus bendiciones,2023-03-04T18:38:49Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-02-28T17:02:03Z,@juliovenegas4538,rd2jKGQJucE,"Muy buen video, y una cosa profe, podría subir un vídeo sobre Ecuaciones Diferenciales Parciales",2023-02-28T17:02:03Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-02-28T23:37:25Z,@MatematicasprofeAlex,rd2jKGQJucE,Con gusto agrego ese tema a la lista de videos a grabar,2023-02-28T23:37:25Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-01-30T20:11:58Z,@XD-vp4nw,rd2jKGQJucE,Chales ya voy para la universidad y no se estas matemática se me hacen muy difícil es imposible para mi solo se algunas pero siempre hay muchas matemática y me estresa no se que hacer,2023-01-30T20:11:58Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-02-23T21:43:36Z,@isaacpadillablanco,rd2jKGQJucE,Estudia desde lo más básico.},2023-02-23T21:43:36Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-01-29T14:56:13Z,@jesusaureliorojasosorio3587,rd2jKGQJucE,"mis respetos profe, excelentes videos, de mucha ayuda y referencia de mis estudiantes, un gran saludo desde La Sierrita, municipio Mara, Estado Zulia, Venezuela. Un abrazo, continúe brindado ese significativo y matemático apoyo.",2023-01-29T14:56:13Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-01-29T21:07:22Z,@MatematicasprofeAlex,rd2jKGQJucE,Me alegra poder ayudarte con mis videos,2023-01-29T21:07:22Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-01-31T02:57:02Z,@jesusaureliorojasosorio3587,rd2jKGQJucE,"@@MatematicasprofeAlex un honor recibir su saludo, bendiciones😄",2023-01-31T02:57:02Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-01-28T19:38:54Z,@edsoncastro2988,rd2jKGQJucE,Buenicimo ...,2023-01-28T19:38:54Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-01-28T15:38:24Z,@Ferhakai,rd2jKGQJucE,y griega no ye,2023-01-28T15:38:24Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-01-28T18:53:28Z,@MatematicasprofeAlex,rd2jKGQJucE,En mi país se le dice de ambas maneras y es correcto,2023-01-28T18:53:28Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-01-13T03:56:21Z,@pikachunokawaii6894,rd2jKGQJucE,Actualmente estoy en la universidad y obviamente esto ya no me enseñan pero estoy aquí para ayudar a mi novia con su tarea,2023-01-13T03:56:21Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-01-12T23:10:44Z,@leonelbarrera7986,rd2jKGQJucE,No entendi nada pero hay que ser perseverante ;v,2023-01-12T23:10:44Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-01-14T05:17:22Z,@marcosnead,rd2jKGQJucE,"El secreto para aprender Matemáticas es simple. Para poder hacer cosas complicadas primero hay que dominar los más simples.
Parece una obviedad pero hay personas que empiezan con algebra por ejemplo pero no saben suma y resta de fracciones heterogéneas.",2023-01-14T05:17:22Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2023-01-06T12:43:26Z,@prometeoh,rd2jKGQJucE,Excelente,2023-01-06T12:43:26Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-11-27T21:10:43Z,@isaigonzalez1347,rd2jKGQJucE,Excelente profe,2022-11-27T21:10:43Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-10-26T01:48:21Z,@527-f2q,rd2jKGQJucE,tienes alguno de calculo diferencial,2022-10-26T01:48:21Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-10-22T22:48:38Z,@jaimenavarro3274,rd2jKGQJucE,"asu makina, en la universidad no entendía ni un carajo y me estesaba mucho y ahorita me puse a ver este video y hasta me gustó",2022-10-22T22:48:38Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-09-20T02:40:44Z,@zktalexisxd5129,rd2jKGQJucE,Muy buen video,2022-09-20T02:40:44Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-09-14T01:26:54Z,@japhetarroyo6961,rd2jKGQJucE,esta es la materia mas difícil de matemáticas?:(,2022-09-14T01:26:54Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2024-04-10T00:12:58Z,@angelvalenzuelaignot7491,rd2jKGQJucE,Si xd,2024-04-10T00:12:58Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-08-31T23:01:58Z,@ayac-_-,rd2jKGQJucE,"Profe, podría explicar lo de expansión binomial, series geométricas o aproximación polinomica de funciones? Por fa y excelente video",2022-08-31T23:01:58Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-09-01T02:33:27Z,@MatematicasprofeAlex,rd2jKGQJucE,Con gusto agrego ese tema a la lista de videos a grabar,2022-09-01T02:33:27Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-09-01T03:52:58Z,@ayac-_-,rd2jKGQJucE,@@MatematicasprofeAlex dios le bendiga profe muchas gracias,2022-09-01T03:52:58Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-08-24T21:35:15Z,@solo4485,rd2jKGQJucE,Ahuevo suscrito,2022-08-24T21:35:15Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-08-16T03:47:00Z,@angeljj2129,rd2jKGQJucE,che video chingon,2022-08-16T03:47:00Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-08-08T12:50:32Z,@FernandoGarcia-xb3ri,rd2jKGQJucE,Excelente profesor. Felicitaciones.,2022-08-08T12:50:32Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-08-01T23:12:34Z,@EroTomone,rd2jKGQJucE,Esto es lo mismo que calculo diferencial?,2022-08-01T23:12:34Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-08-02T20:13:24Z,@MatematicasprofeAlex,rd2jKGQJucE,"No, es ecuaciones diferenciales",2022-08-02T20:13:24Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-08-02T22:56:00Z,@EroTomone,rd2jKGQJucE,@@MatematicasprofeAlex :( Gracias por aclararme la duda,2022-08-02T22:56:00Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-07-02T02:34:32Z,@yamitharenasarias5387,rd2jKGQJucE,"Excelente, forma de explicar, me gustaría que explicara las ecuaciones diferenciales exactas",2022-07-02T02:34:32Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-07-04T02:49:07Z,@MatematicasprofeAlex,rd2jKGQJucE,Con gusto agrego ese tema a la lista de videos a grabar,2022-07-04T02:49:07Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-07-02T01:13:42Z,@guillermolinayreyes8148,rd2jKGQJucE,"Tú no lo sabes, pero yo ya te amo",2022-07-02T01:13:42Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-06-24T18:14:22Z,@FaByJb017,rd2jKGQJucE,Sus explicaciones son tan sencillas y fáciles de entender. Como me gustaría que mi profesor fuese así.,2022-06-24T18:14:22Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-06-24T16:00:37Z,@Soccerislife214,rd2jKGQJucE,Hola profe muy buenos sus videos excelente la explicación de cada contenido no hay videos de Ecuaciones Diferenciales Exactas??,2022-06-24T16:00:37Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-06-25T17:51:08Z,@MatematicasprofeAlex,rd2jKGQJucE,Con gusto agrego ese tema a la lista de videos a grabar,2022-06-25T17:51:08Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-04-03T16:59:28Z,@carolinarodriguez3924,rd2jKGQJucE,Me hace falta uno de ecuaciones diferneciales exactas y de bernoulli :c porfaaaa,2022-04-03T16:59:28Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-04-03T23:40:11Z,@MatematicasprofeAlex,rd2jKGQJucE,Con gusto agrego ese tema a la lista de videos a grabar,2022-04-03T23:40:11Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-04-01T03:13:19Z,@rodolfoechevers6657,rd2jKGQJucE,buen video,2022-04-01T03:13:19Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-03-16T17:00:39Z,@bookerdewitt9439,rd2jKGQJucE,"Gracias por el video.
Ojalá así enseñaran mis maestros, pero no es así :/",2022-03-16T17:00:39Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-02-22T14:18:09Z,@fabiangutierrez5971,rd2jKGQJucE,Buen video,2022-02-22T14:18:09Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-02-16T16:16:11Z,@valeriagarduno9675,rd2jKGQJucE,"El mejor profe del mundo 👌✨ 
Me ayudó muchooo con este curso 🙏",2022-02-16T16:16:11Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-02-17T19:39:47Z,@MatematicasprofeAlex,rd2jKGQJucE,Me alegra poder ayudarte con mis videos,2022-02-17T19:39:47Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-02-08T00:16:03Z,@rafaelinburgosdeleon.5395,rd2jKGQJucE,Muchas gracias profe estoy en eso,2022-02-08T00:16:03Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2022-01-25T23:44:04Z,@juancarlosmontenegro804,rd2jKGQJucE,Tremendo explicación profe. Lo felicito,2022-01-25T23:44:04Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-12-31T14:43:55Z,@luis4ever,rd2jKGQJucE,"Gracias profesor, estoy apunto de empezar el curso de ecuaciones diferenciales, y con mucho miedo, mejor me puse a repasar antes de empezar el curso, su video me ayudo muchooo gracias :D",2021-12-31T14:43:55Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-12-23T23:47:58Z,@donhjoe2162,rd2jKGQJucE,Como siempre dando el 100% para enseñar de manera correcta profe Alex. Excelente!,2021-12-23T23:47:58Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-11-11T00:32:34Z,@edgarzambrano3505,rd2jKGQJucE,"profe empecé a ver su canal para presentar el icfes y pase a la carrera que quería ahora estoy en la universidad y aquí estoy de nuevo, muchas gracias profe me alegra que ya tenga mas de 5 millones de suscriptores no cualquiera los tiene gran contenido gracias",2021-11-11T00:32:34Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-11-11T15:28:18Z,@MatematicasprofeAlex,rd2jKGQJucE,Me alegra poder ayudarte con mis videos,2021-11-11T15:28:18Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-11-02T07:30:09Z,@eliasmouidagonzalez8786,rd2jKGQJucE,buen video,2021-11-02T07:30:09Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-10-16T05:21:59Z,@JoseLopez-zk7iw,rd2jKGQJucE,Like si el profe Alex te ayudo desde cálculo 1 y ahora estas viendo ecuaciones diferenciales gracias a él 😎,2021-10-16T05:21:59Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-09-24T17:32:38Z,@abrahammosqueramosquera42,rd2jKGQJucE,"Faltaron las exactas seria grandioso que las explicaras, explicas muy bien y claro, saludos desde Colombia",2021-09-24T17:32:38Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-09-25T18:49:29Z,@MatematicasprofeAlex,rd2jKGQJucE,Con gusto agrego ese tema a la lista de videos a grabar,2021-09-25T18:49:29Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-09-25T19:10:30Z,@abrahammosqueramosquera42,rd2jKGQJucE,Gracias 👍🏾👍🏾👍🏾@@MatematicasprofeAlex,2021-09-25T19:10:30Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-09-15T21:18:26Z,@calacaschidas3667,rd2jKGQJucE,Suba un curso de calculo vectorial profe ;D,2021-09-15T21:18:26Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-09-16T16:02:39Z,@MatematicasprofeAlex,rd2jKGQJucE,Con gusto agrego ese tema a la lista de videos a grabar,2021-09-16T16:02:39Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-09-13T23:32:47Z,@fabrizionunez2706,rd2jKGQJucE,"Porque mi docente no explica asi Diosito. Una semana pa dar examen, asi q a ver todos los videos del profe Alex.",2021-09-13T23:32:47Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2024-04-15T02:13:41Z,@polloquemado5353,rd2jKGQJucE,Lo mismo no sé ni madres y en una semana es mi examen de admisión 😔,2024-04-15T02:13:41Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-09-09T16:58:05Z,@orlandorodriguezgarcia4584,rd2jKGQJucE,"Profe, haga uno de ecuaciones exactas",2021-09-09T16:58:05Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-09-10T01:06:08Z,@MatematicasprofeAlex,rd2jKGQJucE,Con gusto agrego ese tema a la lista de videos a grabar,2021-09-10T01:06:08Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-09-08T21:41:19Z,@lmadlsc,rd2jKGQJucE,Excelente explicación. Didáctica con esa calma del que sabe. Enhorabuena!,2021-09-08T21:41:19Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-09-01T04:13:00Z,@gabrielestradaoctavio4319,rd2jKGQJucE,"usted es: ¡un chingon! así se dice en México, cuando una persona es muy buena en lo que hace...",2021-09-01T04:13:00Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-08-29T14:20:17Z,@rotiaagiga4587,rd2jKGQJucE,Excelente profesor,2021-08-29T14:20:17Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-08-28T02:33:46Z,@victorariza5590,rd2jKGQJucE,Que libros de ecuaciones me recomienda saca un libro de matemáticas y de ecuaciones,2021-08-28T02:33:46Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-08-28T14:06:51Z,@MatematicasprofeAlex,rd2jKGQJucE,No recomiendo libros porque yo estudio de varios libros para aprender más,2021-08-28T14:06:51Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-08-19T19:29:04Z,@ajedrezymusica7129,rd2jKGQJucE,gracias,2021-08-19T19:29:04Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-08-02T15:29:43Z,@yesikalezcano6619,rd2jKGQJucE,Genio profe!,2021-08-02T15:29:43Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-07-27T23:59:40Z,@oliveraravena7525,rd2jKGQJucE,Profe Alex de todo corazón agradezco sus métodos y su carisma. Usted posee una docencia incomparable.,2021-07-27T23:59:40Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-07-28T01:43:02Z,@MatematicasprofeAlex,rd2jKGQJucE,Me alegra poder ayudarte con mis videos,2021-07-28T01:43:02Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-07-13T04:30:33Z,@ruizmendozajonathanmisael7078,rd2jKGQJucE,"Profe Alex, quiero agradecerle por sus videos, a mis 24 años nunca habia tenido clases de Calculo, ninguno de los 2, gracias a sus clases, en una semana pude entenderle facilmente a ambos, y logre ser aceptado en una ingenieria del ipn. Sus videos son muy bien explicados y con ejemplos que facilitan demasiado los temas.",2021-07-13T04:30:33Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-07-13T16:12:24Z,@MatematicasprofeAlex,rd2jKGQJucE,Me alegra poder ayudarte con mis videos,2021-07-13T16:12:24Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-07-09T23:23:37Z,@emanueljesus3702,rd2jKGQJucE,excelente mejor explicado imposible.,2021-07-09T23:23:37Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-07-04T16:55:02Z,@josequishpi2890,rd2jKGQJucE,Gracias profe saludos.,2021-07-04T16:55:02Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-07-01T23:43:32Z,@josemiguel3name388,rd2jKGQJucE,Presenté José Miguel Vázquez García,2021-07-01T23:43:32Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-06-30T03:10:27Z,@AlexInfante11,rd2jKGQJucE,"Te entendí más a ti que a mi profesor, muchas gracias crack",2021-06-30T03:10:27Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
2021-06-27T02:21:31Z,@XDDDDD1629,rd2jKGQJucE,*procesando*,2021-06-27T02:21:31Z,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
