Comment,VideoId,VideoUrl
Ecuación diferencial es lo mismo que cálculo diferencial?,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Muy buena explicacion.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Hola hola😊😊🎉🎉🎉,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Gracias profesor :),rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"profe Alex mil bendiciones, le agradezco subir video de curso de ecuaciones diferenciales exactas",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Muy buen video, y una cosa profe, podría subir un vídeo sobre Ecuaciones Diferenciales Parciales",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Chales ya voy para la universidad y no se estas matemática se me hacen muy difícil es imposible para mi solo se algunas pero siempre hay muchas matemática y me estresa no se que hacer,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"mis respetos profe, excelentes videos, de mucha ayuda y referencia de mis estudiantes, un gran saludo desde La Sierrita, municipio Mara, Estado Zulia, Venezuela. Un abrazo, continúe brindado ese significativo y matemático apoyo.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Buenicimo ...,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
y griega no ye,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Actualmente estoy en la universidad y obviamente esto ya no me enseñan pero estoy aquí para ayudar a mi novia con su tarea,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
No entendi nada pero hay que ser perseverante ;v,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Excelente,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Excelente profe,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
tienes alguno de calculo diferencial,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"asu makina, en la universidad no entendía ni un carajo y me estesaba mucho y ahorita me puse a ver este video y hasta me gustó",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Muy buen video,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
esta es la materia mas difícil de matemáticas?:(,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Profe, podría explicar lo de expansión binomial, series geométricas o aproximación polinomica de funciones? Por fa y excelente video",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Ahuevo suscrito,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
che video chingon,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Excelente profesor. Felicitaciones.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Esto es lo mismo que calculo diferencial?,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Excelente, forma de explicar, me gustaría que explicara las ecuaciones diferenciales exactas",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Tú no lo sabes, pero yo ya te amo",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Sus explicaciones son tan sencillas y fáciles de entender. Como me gustaría que mi profesor fuese así.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Hola profe muy buenos sus videos excelente la explicación de cada contenido no hay videos de Ecuaciones Diferenciales Exactas??,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Me hace falta uno de ecuaciones diferneciales exactas y de bernoulli :c porfaaaa,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
buen video,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Gracias por el video.<br>Ojalá así enseñaran mis maestros, pero no es así :/",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Buen video,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
El mejor profe del mundo 👌✨ <br>Me ayudó muchooo con este curso 🙏,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Muchas gracias profe estoy en eso,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Tremendo explicación profe. Lo felicito,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Gracias profesor, estoy apunto de empezar el curso de ecuaciones diferenciales, y con mucho miedo, mejor me puse a repasar antes de empezar el curso, su video me ayudo muchooo gracias :D",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Como siempre dando el 100% para enseñar de manera correcta profe Alex. Excelente!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"profe empecé a ver su canal para presentar el icfes y pase a la carrera que quería ahora estoy en la universidad y aquí estoy de nuevo, muchas gracias profe me alegra que ya tenga mas de 5 millones de suscriptores no cualquiera los tiene gran contenido gracias",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
buen video,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Like si el profe Alex te ayudo desde cálculo 1 y ahora estas viendo ecuaciones diferenciales gracias a él 😎,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Faltaron las exactas seria grandioso que las explicaras, explicas muy bien y claro, saludos desde Colombia",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Suba un curso de calculo vectorial profe ;D,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Porque mi docente no explica asi Diosito. Una semana pa dar examen, asi q a ver todos los videos del profe Alex.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Profe, haga uno de ecuaciones exactas",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Excelente explicación. Didáctica con esa calma del que sabe. Enhorabuena!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"usted es: ¡un chingon! así se dice en México, cuando una persona es muy buena en lo que hace...",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Excelente profesor,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Que libros de ecuaciones me recomienda saca un libro de matemáticas y de ecuaciones,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
gracias,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Genio profe!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Profe Alex de todo corazón agradezco sus métodos y su carisma. Usted posee una docencia incomparable.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Profe Alex, quiero agradecerle por sus videos, a mis 24 años nunca habia tenido clases de Calculo, ninguno de los 2, gracias a sus clases, en una semana pude entenderle facilmente a ambos, y logre ser aceptado en una ingenieria del ipn. Sus videos son muy bien explicados y con ejemplos que facilitan demasiado los temas.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
excelente mejor explicado imposible.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Gracias profe saludos.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Presenté José Miguel Vázquez García,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Te entendí más a ti que a mi profesor, muchas gracias crack",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
<b>procesando</b>,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Profe usted tiene el cielo ganado,se lo aseguro!!!",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Muy buenas explicaciones, debería de proponer ejercicios de ecuaciones diferenciales exactas",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Buenas noches estimado profesor, soy un estudiantes de matemática pura y pues llevaré ese curso y me parece interesante , me podría recomendar algún libro para este curso por favor",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Cuanto talento por Dios!!!!!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Gracias a sus videos pase el examen de ingreso a la maestría,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
:D,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Excelente :D, gracias por todo el contenido",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
interesante video,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
grande profe....se nota que eres una persona bien dedicada a su trabajo...me suscribo,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Me quito el sombrero, da muchas ganas de prestar atención!!",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
massss videoss,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Gracias eres lo máximo empezaré a seguir tus videos,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Gracias profesor es usted un genio,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Profe enserio mis respetos para usted, gracias a usted he sacado buenas notas de verdad nunca deje de hacer videos, es un EXCELENTE PROFESOR, explica muy bien.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Auxilio,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Lo estudio antes de que me lo enseñen para que no me atranque en ese  tema xd,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Gracias profe, más como usted c:",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Genial la explicación..!!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Hola gracias por los videos una pregunta con qué programa editas tus videos?,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"GRACIAS POR DARME ESPERANZAS DE APRENDER, ES UN EXCELENTE MAESTRO.🥺",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
I love you.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Que bacán este profe Alex,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"profe usted explica demasiado bien, su canal merece todo el exito que tiene y mucho mas",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Por favor, podrías abarcar más temas de física :( (fuerzas de fricción, electromagnestismo)",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
ya te extrañaba ;/,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Sin duda alguna eres el mejor profesor de youtube❤,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Muy buena la clase, estoy viendo este tema en la universidad e inicie el tema con el curso del profesor, espero aprender ya que explica muy bien, gracias.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
La neta así si dan ganas de estudiar y saber más. Que buen video,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Exelente!!! ... gracias por la forma sencilla y paciente que tiene para enseñar profesor... bendicones!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Usted se irá al cielo, profesor. Mi profesor solo se la pasa llegando tarde a clases, dejando ejercicios de un libro y anexando tareas en Khan Academy. Pero qué se le puede hacer, la ingeniería no se sacará sola y habrá que pasar por profesores así. ¡Muchas gracias!",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Excelente manera de enseñar, me ha quedado todo claro. Una suscriptora más!",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
the best teacher!!!!!!!!!!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Gracias a usted me gustan las matemáticas,  pq uno cuando entiende el tema, le dan ganas de seguir estudiando y practicando, muchas gracias :)",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Hola jerez mi idolo,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Me salvó la vida 😭💜💜💜,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Ídolo,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Dios le bendiga mucho por impartir sus valiosos conocimientos,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Te amo profe. Más que a mi novia,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Hola Profe saludos, tengo una consulta ¿tienes contenido para Cálculo II? Busqué en tú perfil de Youtube y playlist pero no encontré. Busqué: Polinomios de Taylor y sus aplicaciones, Integrales Impropias, Inducci´on Matem´atica, Sucesiones Num´ericas, Series Num´ericas, Series de Potencias, Series de Taylor, Coordenadas Polares, Secciones C´onicas y N´umeros Complejos etc mas no los veo.  Sino sería buenísimo para darle duro al curso este verano que viene. <br><br>¡gracias y felices fiestas!",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Bravissimo!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Excelente explicación, muchas gracias",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Muchas gracias por los videos,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Te amo  profe Alex!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Profe le juro que no hay mayor alegría que dar un tema en la universidad y que usted tenga videos explicando todo. Es lo más!!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
A MI ME ENCANTA SU CLASE PROFESOR ALEX,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Gracias a ti pasé mi examen de admisión a Física Matemática y a mi segunda opción, Ingenieria Eléctrica, y ahora ya estando en la Uni sigo viendo tus vídeos y complementando lo de clase. Eres un crack profe, estoy agradecido contigo por siempre.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
simplesmente excelente,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"gran video socio, un saludote y te me cuidas",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
enseña mejor que los profesores... es el mejor,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Gracias profe. Así si le entiendo.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Siempre que entró aquí lo hago con una sonrisa porque se que voy a entender todo,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Llevo como 15 videos diferentes de éste tema y por fin lo entendí, gracias profe.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Enseri gracias!!!!<br>Ya que mi profesora no explica NADA y Solo deja ejercicios he tenido que investigar por mi cuenta y tu video me a enseñado algo,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Si mi maestro de bachillerato me hubieras explicado así como ud. Quizá en este momento fuera ingeniero en electrónica.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Profe, podria hacer un curso de ecuaciones diferenciales de Orden superior? Explica usted demasiado bien. Muchas gracias.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Perfecta explicacion como siempre. Me viene como anillo al dedo...,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"hola profe buen video, profe un fa, puedes hacer un video de ecuaciones exactas por favor.... plissssssssssss",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Muy buena explicación profesor gracias, con su explicación logro aprobar el curso, seria bueno que baje videos de ED EXACTA",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Es un arte lo que haces,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Excelente profe Alex, me alegro enormemente haberlo encontrado por este medio.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
realmente eres el rey de reyes...,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"ALEXXXX TE AMOOOOOO SINCERAMENTE , ME HAS AYUDADO EN VARIAS OCASIONES , GRACIAS POR TU CANAL.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"La escuela en línea me tiene super confundido, mis profesores y mis compañeros no estabamos preparados para esto sin embargo usted me esta ayudando más que nadie, gracias por transmitirnos ese conocimiento de una forma muy fácil de entender, de verdad gracias profesor, no tengo mucho dinero para aportar a su canal ya que soy foráneo pero estoy eternamente  agradecido con usted.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Muchas gracias por subir este tipo de videos profe, este semestre cursare esta materia en la universidad obviamente en linea. me serán de gran ayuda sus videos. :)",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
el 10 de la matematicas,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
pefe usted es un crack!!!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"buen dia profesor, seria tan amable de realizar un video con la siguiente ecuación la estube buscando y no encontre ningun tipo de ejemplo  y&#39;+y cosx =1/2 sen2x ; y=senx-1+Ce^-senx gracias, quedo atento.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"excelente vídeo, concuerdo con el comentario anterior, aquí encontré diamantes...",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Un gusto saber que lo que buscaba lo explica el Profe Alex, y sin verlo aún ya sé que será un excelente video :)",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
¡Laaaarga vida al profe Alex!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Excelente explicación profesor.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Profe alex quiero ayuda mas personalizada ya que a mis maestros no les entiendo y a usted si, como le puedo hacer",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Perdone mi ignorancia pero quiero saber si calculo diferencial es lo mismo que ecuaciones diferenciales ? quiero entrar a la universidad a estudiar ingeniería eléctrica y no tengo ni idea de calculo  y por eso estoy aquí para aprender.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Profe expliquenos calculo vectorial :(,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Que suertudo que soy de encontrarme en tiempos de cuarentena con este canal... Apenas estoy iniciando el semestre y ya no le entendía nada a mi profe de la U, pero creo que ahora con el profe Alex entenderé todo! Gracias por explicar de forma clara, sencilla y muy fácil de comprender!",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Puede añadir más videos de física ayudaría mucho explica muy bien ... Gracias 🙇,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Como se nota la pasión que tienes, muchísimas gracias.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Excelente profesor,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
UNO DE LOS MEJORES PROFESORES DE LOS QUE HE TENIDO EL PLACER DE RECIBIR SU INSTRCCIÓN!!!!!!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"vengo viendo sus vídeos desde calculo diferencial, y hasta el momento mi buen rendimiento en la universidad ha sido todo gracias a usted, profe mil gracias...saludos desde Colombia.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
PROFE TE AMO,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Profe hace matematicas a la ing civil para ayudarnos,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Profe Alex usted enseña muy bien,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Ahhhh no te quieres casar conmigo?<br>La verdad estaba un poco atrasada en cuanto a los temas de cálculo y estaba nerviosa porque venía el el examen de admisión para la universidad. <br>Vi varios videos y me costaba entender, finalmente encontré tu canal y si entendí.  <br>Ayer me dieron resultados y si pasé😻 así que muchas gracias por hacer estos videos!❤️",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"A HUEVO PROFE ALEX ES EL MEJOR, USTED ME ENSEÑO A INTEGRAR, Y NO LA UNIVERSIDAD JAJ",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
eres el mejor profe alex,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Ecuaciones diferenciales es lo mismo a cálculo diferencial.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Yo de por sí ni entiendo nada 😂😬,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Son pocos videos de ecuaciones diferenciales, para un curso en la universidad. Deberías subir más por si hay más contenido.<br><br>Ahora tomaré otra vez la clase y no quisiera reprobar, y usted explica bien. Me ayudo en temas anteriores. Recuerdo que hubo clases donde las ecuaciones diferenciales llevaba Integrales.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Pregunta, yo sigo en el colegio pero no hemos avanzado este tema, y en mi obsesión por aprender más llegue aquí.... Quería saber si este tema es de nivel secundaria o universidad? Para saber si puedo decirle a mi profesor que nos Enseñe. Gracias 😊",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Buen video. ❤,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
jajajajaja  Tome Calculo 1 y 2 en la uni y pense que nunca lo usaría. Ya no me acuerdo.  Ahora que termine la maestría tengo que hacer un algoritmo para el eyetracker para calcular la velocidad de la posición ocular de mis datos.<br><br>Es muy divertido que cuando entre a psicología nunca pensé que usaría  las mates tanto. Asi si da gusto aprenderlas.<br>Buen tutorial.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Pedazo de intro, chaval",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Minuto 6; por qué Y^2 no es una derivada si usted dijo que también se puede representar con exponente 2,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
5y-3y=y^2 porque no es diferencial  porque ? muy buen video profe,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Gracias por los nuevos clips y explicaciones detalladas, saludos desde Serbia",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Hola Profe voy a estudiar todos sus temas de Cálculo, para ello queria preguntarle si voy como esta el orden de sus videos por ejemplo: Intervalos/inecuaciones, funciones, sucesiones, limites, derivadas, Integrales, Ecuaciones diferenciales, Sumatoria , esta bien que vaya por ese orden para ir entendiendo todo?????<br>Espero su respuesta, muy agradecido por todo el material que tiene, se lo aseguro que si  escuelas, colegios y universidad enseñaran como usted no tendríamos problemas.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Gracias.,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Muchas gracias profe, sus clases siempre me sacan de dudas",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
El mejor video de mates que he visto,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
que crack !!!,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Excelente explicación,  mil gracias.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
7,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Profe, ya le había escrito antes, pero lo vuelvo a hacer. Felicitaciones, ya que es bastante comprensible la forma en que plantea los contenidos. Me ha sido de gran ayuda en mi formación como futuro Ingeniero en Automatización y control industrial. <br>Atte. Gerardo Contreras, Profesor de educación básica. (Chile)",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
Excelente como en todos sus vídeos,rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Mediante una ecuación diferencial, podemos probar ............. y ................ experimentos. *<br>2 puntos<br>a) teorías - sustentar<br>b) modelos - teorías<br>c) sistemas - sustentar<br>d) sustentos - mejorar",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
"Muy buen video Prof. Alex, su explicación bien clara como siempre. Sería posible también explicar las Series y transformadas de Fourier, por favor.",rd2jKGQJucE,https://www.youtube.com/watch?v=rd2jKGQJucE
